,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Speedrun,Progress,Retired Notes
2099,38029,Viboras,PlayStation 4,55h,100%,All main endings. 97% weapons. 93% sidequests.,6174702,Custom List Completed,First,"April 26, 2018",22h 43m,55h,,,,,
2100,38029,Vodoka,PC,55h,100%,"All endings, weapons acquired/upgraded, intel gathered/read and side quests at 95% completion.",4226940,Completed,First,"March 21, 2017",34h,55h,"After completing the main endings, I used guide for general weapon locations, as they are all over the place.",,,,
2101,38029,anhvu0911,PlayStation 4,55h,90%,,6194401,Completed,First,"January 26, 2018",26h,55h,,,,,
2102,38029,dersmoll,PC,55h,NR,,10997847,Replay Completed,First,"February 16, 2020",,55h,,,,55h /,
2103,38029,jclark,PC,55h,100%,"most side quests, all five main endings",7930178,Completed,First,"April 15, 2018",,55h,,,,,
2104,38029,Private,PlayStation 4,55h,100%,Platinum on 10/20/19,9499729,Completed,First,"October 13, 2019",,55h,,65h,,,
2105,38029,RainTalonX,PC,55h 06m,100%,,7937299,Completed,First,,,55h 06m,,,,,
2106,38029,MurdererFight,PlayStation 4,55h 45m,90%,"Literally everything, included DLC. Every collectible, upgrades of POD and weapons, subquests, finals, data info etc...",5229259,Custom List Completed,Replay,"July 20, 2017",30h 30m,55h 45m,,75h,,250h 23m 33s /,
2107,38029,Appotheozz,PC,56h,100%,"All endings but Z, Hard/Normal difficulty",10281953,Completed,First,,,56h,,,,,
2108,38029,BananaPancake,PC,56h,NR,80% quest + all weapons + arenas(except last rank),5173976,Completed,First,"October 13, 2017",,56h,,,,,
2109,38029,Saberdark,PlayStation 4,56h,90%,,4223010,Completed,First,"September 10, 2017",,56h,,,,,
2110,38029,WhityWolf,PC,56h,100%,,10169369,Completed,First,"September 29, 2019",,56h,,,,,
2111,38029,blutkater1,PC,56h,NR,,9335339,Completed,First,"August 09, 2019",,56h,,,,,
2112,38029,morganabanana22,PlayStation 4,56h,NR,,4330122,Completed,First,"March 28, 2017",,56h,,,,,
2113,38029,Dwaynekoya,PC,56h 37m,NR,,11057872,Completed,First,"February 26, 2020",,56h 37m,,,,,
2114,38029,CronGM,PlayStation 4,56h 42m,NR,,5050224,Completed,First,"October 15, 2017",,56h 42m,,73h 10m 44s,,,
2115,38029,,PC,57h,NR,,11149270,Completed,First,,,57h,,,,,
2116,38029,KoBli,PC,57h,100%,,11977690,Completed,Replay,"April 23, 2020",24h,57h,,,,,
2117,38029,spiffers,PC,57h,100%,,6144190,Completed,First,"April 19, 2018",,57h,,,,,
2118,38029,astarcalledspica,PlayStation 4,57h 02m,NR,67% trophies,11539994,Completed,First,"September 09, 2018",,57h 02m 31s,,,,,
2119,38029,grayman407,PlayStation 4,57h 34m,100%,,7385026,Completed,First,"November 04, 2018",,57h 34m 21s,,,,,
2120,38029,Otacon,PlayStation 4,57h 45m,100%,,4765902,Completed,First,"August 08, 2018",,57h 45m,,,,,
2121,38029,RothMantel,PlayStation 4,57h 47m,NR,,6613725,Completed,First,"July 17, 2018",,57h 47m,,,,,
2122,38029,MetaDragonArt,PlayStation 4,57h 50m,NR,,4173208,Completed,First,"March 11, 2017",,57h 50m 41s,,,,,
2123,38029,Hovdog,PC,58h,NR,Hard Mode. Probably 80%-90% complete. Only a handful of quests and some endings not done.,8613223,Completed,First,"July 07, 2019",,58h,,,,,
2124,38029,asfdfdfd,PC,58h,100%,,5739810,Completed,First,"October 10, 2017",,58h,,105h 12m,,,
2125,38029,bopopp,PC,58h,NR,,5505674,Completed,First,"December 23, 2017",,58h,,,,,
2126,38029,jukebox1412,PC,58h,NR,,4751517,Completed,First,"July 15, 2017",,58h,,,,,
2127,38029,PoketrainerMiguel,PlayStation 4,58h 11m,NR,,7823183,Completed,First,"December 25, 2018",,58h 11m 01s,,,,,
2128,38029,,PlayStation 4,58h 21m,NR,,4375162,Completed,First,,33h 30m,58h 21m,,,,,
2129,38029,Private,PlayStation 4,58h 31m,NR,,5892656,Completed,First,February 2018,,58h 31m 53s,,,,,
2130,38029,nealosis,PC,58h 56m,100%,,5057498,Completed,First,"February 25, 2018",,58h 56m 36s,,,,,
2131,38029,Dodoxd,PC,59h,100%,,11882107,Completed,First,"March 13, 2020",,59h,,81h,,,
2132,38029,Jeike,PlayStation 4,59h,100%,,4675556,Completed,First,"September 02, 2017",,59h,,,,,
2133,38029,,PlayStation 4,60h,NR,All endings and all achievements in the game.,4199670,Completed,First,,30h,60h,,80h,,,
2134,38029,,PC,60h,NR,,4236348,Completed,First,,,60h,,75h,,,
2135,38029,,PC,60h,NR,,4420969,Completed,First,,19h,60h,,,,,
2136,38029,,PlayStation 4,60h,NR,All trophies,4633179,Completed,First,,40h,60h,,70h,,,
2137,38029,,PC,60h,NR,,4651474,Completed,First,,,60h,,120h,,,
2138,38029,,PC,60h,NR,,5356090,Completed,First,,,60h,,,,,
2139,38029,,PC,60h,NR,,6229010,Completed,First,,,60h,,81h 26m,,,
2140,38029,,PC,60h,NR,All main endings achieved (A-E) and all quests completed. Still missing most of the secret endings.,6453172,Completed,First,,29h,60h,,,,,
2141,38029,,PlayStation 4,60h,NR,,7476192,Completed,First,,30h,60h,,,,,
2142,38029,Braquiador,PC,60h,90%,,6084364,Completed,First,,,60h,,,,,
2143,38029,Private,PlayStation 4,60h,NR,,4395893,Replay Custom List Completed,First,,,60h,,,,,
2144,38029,Gajaal,PlayStation 4,60h,NR,,7395922,Replay Completed,Replay,September 2018,,60h,,,,,
2145,38029,Master_Cloud,PlayStation 4,60h,90%,,6054546,Completed,First,"May 20, 2018",20h,60h,,68h,,,
2146,38029,PurpleHead,PC,60h,90%,All main endings + few joke ones. I plan to 100% but idk.,10908167,Completed,First,"January 29, 2020",,60h,,,,,
2147,38029,Vitek2802,PC,60h,NR,,6851296,Completed,First,"August 15, 2018",40h,60h,,70h,,,
2148,38029,peanismonkey420,PlayStation 4,60h,100%,"Rough estimate, as the max in game timer is 99 hours.",11580640,Completed,First,"April 20, 2020",30h,60h,Platinum Trophy,120h,,,
2149,38029,Private,PC,60h,100%,,5558032,Completed,First,"December 30, 2017",,60h,,,,,
2150,38029,thethomaseffect,PlayStation 4,60h,NR,,5006565,Completed,First,"September 04, 2017",20h,60h,,80h,,,
2151,38029,xzedd,PlayStation 4,60h,NR,,11544369,Completed,First,"April 24, 2020",,60h,,,,,
2152,38029,reykjavix,PlayStation 4,60h 29m,NR,,4461769,Completed,First,"May 14, 2017",,60h 29m 35s,Very Hard,,,,
2153,38029,badkitty,PC,60h 47m,NR,,7264281,Completed,First,"October 17, 2018",,60h 47m,,,,,
2154,38029,,PC,61h,NR,,4628014,Completed,First,,,61h,,,,,
2155,38029,,PC,61h,NR,,5649443,Completed,First,,,61h,,,,,
2156,38029,aleqhz,PC,61h,90%,,10849094,Completed,First,December 2019,24h,61h,,90h,,,
2157,38029,Private,PlayStation 4,61h 01m,90%,,11596412,Completed,First,"August 29, 2018",,61h 01m 14s,,,,,
2158,38029,Lecta,PC,61h 15m,NR,,6194906,Completed,First,"May 01, 2018",,61h 15m,,,,,
2159,38029,bitcrush,PlayStation 4,61h 37m,NR,All Endings except ending Y,8437320,Completed,First,,,61h 37m 51s,,,,,
2160,38029,Private,PC,61h 49m,NR,38/47 achivements. Almost all endings exept Y. 97% subquests.,6093855,Completed,First,"April 08, 2018",,61h 49m 13s,,,,,
2161,38029,Private,PC,61h 52m,NR,,5913120,Replay Completed,First,"July 05, 2019",,61h 52m 22s,,,,,
2162,38029,nosu,PC,61h 54m,90%,"all endings except Y, 85% side quests, all pods, 14 pod programs, most weapons and data collected",5467687,Completed,First,"February 08, 2019",,61h 54m 36s,,,,,
2163,38029,,PlayStation 4,62h,NR,,6590478,Completed,First,,,62h,,,,,
2164,38029,,PC,62h,NR,"Most sidequests completed. Some fishing, some grinding, a lot of exploring.",6839249,Completed,First,,,62h,,,,,
2165,38029,oliverwri,PC,62h,NR,,5918084,Completed,First,"March 02, 2018",,62h,,,,,
2166,38029,zidedo,PC,62h,NR,,5069739,Completed,First,,,62h,,,,,
2167,38029,,PlayStation 4,62h 57m,NR,,4431535,Completed,First,,,62h 57m,,,,,
2168,38029,Imn,PC,63h,NR,,6365486,Completed,First,"April 11, 2017",,63h,,,,,
2169,38029,Link44444,Xbox One,63h,NR,Endings ABCDEW 70% Quests,11875853,Completed,First,"May 31, 2020",33h,63h,,,,,
2170,38029,,PlayStation 4,63h 02m,NR,100% did and found everything,4305521,Completed,First,,28h 31m 02s,63h 02m 14s,,71h 17m 21s,,,
2171,38029,,PlayStation 4,63h 11m,NR,,11834147,Completed,First,,,63h 11m 02s,,,,,
2172,38029,,PlayStation 4,64h,NR,,4405173,Completed,First,,,64h,,,,,
2173,38029,,PC,64h,NR,,7170169,Completed,First,,,64h,,,,,
2174,38029,Digiclone,Xbox One,64h,NR,,7072412,Completed,First,"September 17, 2018",,64h,,,,,
2175,38029,Jowy,PC,64h,NR,,5716135,Custom List Completed,First,"April 02, 2018",20h,64h,,,,,
2176,38029,Yannis_Spirou,PlayStation 4,64h 11m,100%,,11302724,Completed,First,"December 30, 2019",35h 08s,64h 11m 43s,,,,,
2177,38029,,PlayStation 4,64h 27m,NR,,10418903,Completed,First,,,64h 27m,,,,,
2178,38029,LopperUK,PC,64h 31m,80%,"Got endings A,B,C,D and O, maxed out all weps and pods, got level 99.",4235137,Completed,First,"March 26, 2017",25h 51m 20s,64h 31m 12s,,,,,
2179,38029,,PC,65h,NR,,5003759,Completed,First,,,65h,,,,,
2180,38029,SirGrumpy,PC,65h,NR,,4237918,Completed,First,"May 02, 2017",,65h,,,,,
2181,38029,genesis1905,PlayStation 4,65h,100%,"A, B, C, D, E endings.",6222914,Completed,First,"April 14, 2018",,65h,,,,,
2182,38029,amonji,PlayStation 4,65h 03m,100%,Platinum trophy,4393095,Completed,First,"May 07, 2017",,65h 03m 33s,,,,,
2183,38029,Chronicles,PlayStation 4,65h 07m,90%,,6679474,Completed,First,"July 27, 2018",,65h 07m,,,,,
2184,38029,Sagekun,PC,66h 20m,100%,,4687937,Completed,First,"July 03, 2017",,66h 20m,,71h 13m,,,
2185,38029,ControlledCAOS,PlayStation 4,67h 41m,100%,Calculated after deletion,10764231,Completed,First,"January 06, 2020",42h 21m,67h 41m,,82h 14m 28s,,,
2186,38029,,PC,68h,NR,,11646846,Completed,First,,,68h,,,,,
2187,38029,SeanJob17,PlayStation 4,68h,NR,,10867575,Completed,First,"March 08, 2017",,68h,,,,,
2188,38029,Shotos,PC,68h,NR,,11607412,Completed,First,"April 29, 2020",,68h,,,,,
2189,38029,Deannard,PC,68h 30m,NR,"Ending A, B, C, D, E plus a few of the extra endings. In game timer may be very inaccurate.",6092917,Completed,First,,,68h 30m,,,,,
2190,38029,Moodefy,PC,69h 42m,NR,,11366872,Completed,First,"December 30, 2017",,69h 42m 36s,,,,,
2191,38029,hahaharuman,PlayStation 4,69h 44m,90%,,6014306,Completed,First,"March 21, 2018",,69h 44m 37s,,,,,
2192,38029,,PlayStation 4,70h,NR,,4203743,Completed,First,,20h,70h,,71h,,,
2193,38029,,PC,70h,NR,"All achievements, most data.",5456724,Completed,First,,,70h,,,,,
2194,38029,,PlayStation 4,70h,NR,"Route A - E, All Sidequests",6506685,Completed,First,,30h,70h,,90h,,,
2195,38029,,PC,70h,NR,,7526365,Completed,First,,29h,70h,,,,,
2196,38029,Private,PlayStation 4,70h,80%,,6617944,Completed,First,June 2018,,70h,,,,,
2197,38029,DreamEaglr,PlayStation 4,70h,NR,,4854450,Completed,First,"March 21, 2017",40h,70h,,90h,,,
2198,38029,Erikwithafro,PlayStation 4,70h,NR,,4402642,Completed,First,"May 08, 2017",35h,70h,,90h,,,
2199,38029,djuan,PlayStation 4,70h,NR,,10715345,Completed,First,"May 31, 2019",,70h,,,,,
2200,38029,nitephlight,PC,70h,NR,,6227710,Completed,First,,,70h,,,,,
2201,38029,Video_Game_King,PC,70h 36m,NR,,6948404,Completed,First,"August 30, 2018",,70h 36m 44s,,,,,
2202,38029,Private,PC,71h,NR,,10147408,Completed,First,"February 04, 2019",,71h,,,,,
2203,38029,Private,PlayStation 4,71h,90%,"Got ABCDE endings and some bad endings, completed Emil's Determination.",5465116,Completed,First,"January 13, 2018",,71h,,,,,
2204,38029,Shish0u,PC,72h,NR,,9003389,Completed,First,"June 20, 2019",,72h,,,,,
2205,38029,Private,PlayStation 4,72h 52m,NR,A B C D E G K O P T W,4154203,Completed,First,"March 17, 2017",,72h 52m 33s,,,,,
2206,38029,,PC,73h,NR,,6499698,Completed,First,,30h,73h,,100h,,,
2207,38029,MrReebo,PlayStation 4,74h,90%,,4242162,Completed,First,"March 27, 2020",,74h,,,,,
2208,38029,Shrug,PC,74h,100%,,4215986,Completed,First,"March 25, 2017",,74h,,,,,
2209,38029,the154thweatherman,PlayStation 4,74h,NR,,11874981,Completed,Replay,"April 12, 2020",20h,74h,,,,,
2210,38029,LETIshNick,PlayStation 4,74h 53m,NR,,7795446,Completed,First,"December 21, 2018",,74h 53m,,,,,
2211,38029,Wulfon,PlayStation 4,74h 55m,90%,"Time to Platinum Trophy. Normal difficulty, 2B lvl99. Ending A @ 26h 58min with 2B at lvl36.",4246424,Completed,First,"March 28, 2017",,74h 55m,,,,,
2212,38029,AbsenteeAbby,PlayStation 4,75h,NR,,5388756,Completed,First,"September 29, 2017",,75h,,,,,
2213,38029,RosemaryRio,PlayStation 4,75h 34m,NR,,4433764,Completed,First,"October 11, 2017",,75h 34m 56s,,,,,
2214,38029,,PC,76h,NR,,6187028,Completed,First,,,76h,,,,,
2215,38029,Rockku,PlayStation 4,77h,80%,"Platinum Trophy. 95% Enemy List, 49% Fishing",4288833,Completed,First,"April 09, 2017",,77h,,,,,
2216,38029,,PlayStation 4,77h 23m,NR,,5400107,Completed,First,,,77h 23m,,,,,
2217,38029,Marktech,PlayStation 4,78h 25m,NR,,6146276,Completed,First,"April 19, 2018",,78h 25m,,,,,
2218,38029,Private,PlayStation 4,78h 37m,NR,Mostly fooled around playing this got a bunch of extra random stuff and did side quests and whatnot,6243360,Completed,First,"August 01, 2017",,78h 37m 46s,,,,,
2219,38029,lonelyadalenna,PC,79h 10m,100%,,12010418,Completed,First,"May 15, 2020",,79h 10m,Completed everything 100% in one playthrough except ending E then did that,81h 45m,,,
2220,38029,,PlayStation 4,80h,NR,,7019433,Completed,First,,,80h,,,,,
2221,38029,skye6206,PlayStation 4,80h,90%,,7454741,Completed,First,"November 15, 2018",,80h,,,,,
2222,38029,,PC,80h 30m,NR,,10745016,Completed,First,,,80h 30m 56s,,,,,
2223,38029,,PlayStation 4,80h 40m,NR,,4351445,Completed,First,,,80h 40m 32s,,,,,
2224,38029,,PlayStation 4,80h 40m,NR,,4351449,Completed,First,,,80h 40m 32s,,,,,
2225,38029,minato413,PlayStation 4,83h 03m,NR,,4568922,Completed,First,"June 14, 2017",,83h 03m 30s,,,,,
2226,38029,CaptainAeroman,PC,88h,NR,,11479339,Completed,First,"May 29, 2019",,88h,,,,,
2227,38029,13xforever,PC,91h 37m,NR,All endings + most side quests + most intel (no special farming of rare stuff),4394065,Completed,First,"May 07, 2017",,91h 37m 45s,100% is unpredictable as some rare spawns are totally rng-dependend and can take hours to spawn.,112h 30m,,,
2228,38029,Fromio,PlayStation 4,102h,NR,"Ending A,B,C,D,E,M",6847855,Completed,First,"January 11, 2020",,102h,,,,,
2229,38029,Rosur2,PlayStation 4,26h 22m,NR,Platinum time,4164812,Completed,First,"April 02, 2017",12h 40m,26h 10m,,26h 22m,,,
2230,38029,1FlyingMonk1,PC,27h,100%,,4627814,Completed,First,"March 21, 2017",,,,27h,,,
2231,38029,FlyinPoulpus,PC,28h,60%,,4423262,Completed,First,"May 13, 2017",,,,28h,,,
2232,38029,Gevaddatot,Xbox One,28h 23m,NR,,10864190,Completed,First,"September 13, 2018",,,,28h 23m,,,
2233,38029,,PlayStation 4,30h,NR,,5743006,Completed,First,,19h,24h,,30h,,,
2234,38029,MythicalPan,PlayStation 4,30h,NR,,6179707,Completed,First,"April 28, 2018",,,,30h,,,
2235,38029,Xavien,Xbox One,30h,100%,,9148087,Custom List Completed,First,,,,,30h,,,
2236,38029,,PlayStation 4,30h 30m,NR,,8481497,Completed,Replay,,10h,25h,,30h 30m,,,
2237,38029,Marlol,PC,31h,NR,,5677510,Completed,First,"January 17, 2018",,,,31h,,,
2238,38029,Nikita2337,PlayStation 4,31h,NR,Legit platinum,7100543,Completed,Replay,"March 27, 2017",,,,31h,,,
2239,38029,lakester,PlayStation 4,31h 32m,80%,,6803163,Completed,First,"May 11, 2019",,,,31h 32m 24s,,,
2240,38029,,PlayStation 4,32h,NR,,5133513,Completed,First,,,30h,,32h,,,
2241,38029,darkez,PlayStation 4,32h 16m,NR,Platinum trophy,5382450,Completed,First,"November 24, 2017",,,,32h 16m,,,
2242,38029,Shima,PC,34h,100%,,10182695,Completed,First,,,,,34h,,,
2243,38029,,PlayStation 4,35h,NR,,5133515,Completed,First,,,,,35h,,,
2244,38029,ArticunoBreeze,PlayStation 4,35h,80%,,10153815,Completed,First,,,,,35h,,,
2245,38029,Darezzo,PlayStation 4,35h,90%,,4926605,Completed,First,"September 21, 2017",,,,35h,,,
2246,38029,DeLaPression,PlayStation 4,35h,100%,,11542250,Completed,First,"January 15, 2020",,,,35h,,,
2247,38029,TheNamelessOne,PlayStation 4,35h,70%,,7300239,Completed,First,"October 26, 2018",,,,35h,,,
2248,38029,apolloviper03,PlayStation 4,35h,100%,,5559450,Completed,First,"January 24, 2018",,,,35h,,,
2249,38029,,Xbox One,36h,NR,,11642606,Completed,Replay,,,,,36h,,,
2250,38029,BaeYoobin,PlayStation 4,37h,NR,,6594120,Playing Completed,First,"August 11, 2018",,,,37h,,37h /,
2251,38029,bl4ckout,PC,37h,NR,"All achievements, only missing Data on the old World quest. Entire replay because ending E ;)",4372572,Completed,Replay,"May 01, 2017",,,,37h,,,
2252,38029,,PlayStation 4,37h 23m,NR,,4135705,Completed,First,,8h 53m 27s,15h 47m 18s,,37h 23m 16s,,,
2253,38029,tso184,PC,37h 52m,90%,3 playthroughs. Unlocked 43/47 achievements through gameplay/extra endings and the last ones with the 4th game mechanic.,5541607,Completed,First,"January 25, 2019",,,,37h 52m,,,
2254,38029,BioHazard,PlayStation 4,38h,80%,Trophy shop used. Because ain't nobody got time for that.,5638725,Completed,First,"February 01, 2018",,,,38h,,,
2255,38029,celynn,PlayStation 4,38h 15m,NR,,7813385,Completed,First,"May 02, 2019",,,,38h 15m,,,
2256,38029,,PC,38h 16m,NR,,10165674,Completed,First,,19h 22m 13s,,,38h 16m 42s,,,
2257,38029,Tangerz,PC,38h 27m,90%,,7298192,Completed,First,"October 21, 2018",,,,38h 27m 56s,,,
2258,38029,BoogeyDK,PlayStation 4,38h 30m,90%,Platinum,7386972,Completed,First,"June 16, 2019",,,,38h 30m,,,
2259,38029,Nada,PC,39h,NR,,5857485,Completed,First,,,,,39h,,,
2260,38029,,PlayStation 4,40h,NR,,4429885,Completed,First,,,,,40h,,,
2261,38029,,PC,40h,NR,,5268849,Completed,First,,12h,20h,,40h,,,
2262,38029,,PC,40h,NR,,10371541,Completed,Replay,,,,,40h,,,
2263,38029,Andoslash,PlayStation 4,40h,100%,,6773311,Completed,First,,26h,,,40h,,,
2264,38029,Exzhume,PC,40h,90%,,7904120,Completed,First,"July 03, 2018",,,,40h,,,
2265,38029,lowdefal,PlayStation 4,40h,NR,Platinum,6387979,Completed,First,"June 26, 2018",,,,40h,,,
2266,38029,WaveSquirrel,PlayStation 4,40h 11m,90%,,5123791,Completed,First,"November 04, 2017",,,,40h 11m,,,
2267,38029,MissingLink41,PlayStation 4,40h 20m,NR,,4162938,Completed,First,"March 20, 2017",,,,40h 20m 10s,,,
2268,38029,,PlayStation 4,40h 26m,NR,,4321522,Completed,First,,,33h 45m 26s,,40h 26m 18s,,,
2269,38029,,PC,40h 31m,NR,,4482540,Completed,First,,,,,40h 31m,,,
2270,38029,Private,PC,41h,NR,,6122774,Completed,First,"April 14, 2018",,,,41h,,,
2271,38029,Sindaco,PlayStation 4,41h,90%,,8387862,Completed,First,"June 13, 2019",,,,41h,,,
2272,38029,PiFont,PlayStation 4,41h 05m,NR,,4244766,Completed,First,"March 28, 2017",,,,41h 05m,,,
2273,38029,Diatzo,PC,41h 10m,NR,,5745431,Completed,First,"January 29, 2018",,,,41h 10m 13s,,,
2274,38029,Private,PC,41h 20m,100%,,5742997,Completed,First,"June 06, 2017",,21h 45m 45s,,41h 20m 40s,,,
2275,38029,RebelBlob,PC,41h 31m,90%,,6931429,Completed,First,"August 27, 2018",,,,41h 31m 19s,,,
2276,38029,NecromanciCat,PC,41h 34m,NR,,10874778,Completed,First,"February 05, 2020",,,,41h 34m,,,
2277,38029,YoukaiZone,PlayStation 4,41h 36m,NR,,6471176,Completed,First,"June 25, 2018",,,,41h 36m 09s,,,
2278,38029,Private,PlayStation 4,41h 39m,NR,,4201710,Completed,First,"March 18, 2017",,,,41h 39m 12s,,,
2279,38029,Draynior,PlayStation 4,41h 54m,NR,,4310756,Completed,First,"April 15, 2017",,,,41h 54m 03s,,,
2280,38029,Bane,PlayStation 4,42h,NR,,5407850,Completed,First,,,,,42h,,,
2281,38029,Brandtobrand,PC,42h,70%,,6021341,Backlog Completed,First,,,,47/47 steam ach.,42h,,,
2282,38029,Furlion,PlayStation 4,42h,NR,Platinum trophy,6659139,Completed,First,"July 24, 2018",,,,42h,,,
2283,38029,Khablam,PC,42h,NR,,8495971,Completed,First,"March 21, 2019",30h,34h,,42h,,,
2284,38029,NeoSoper,PC,42h,100%,,4862036,Completed,First,"August 05, 2017",22h,30h,,42h,,,
2285,38029,estefanugos,Xbox One,42h,100%,,11490207,Completed,First,"April 17, 2020",,36h,,42h,,,
2286,38029,manuelm_1986,PC,42h,NR,,10737138,Completed,First,"January 03, 2020",,,,42h,,,
2287,38029,Gilgrom,PlayStation 4,42h 12m,NR,,5122919,Completed,Replay,"March 17, 2017",,,,42h 12m,,,
2288,38029,derpysquirtle64,Xbox One,42h 18m,NR,"All achievements 1000G, 100% Side-quests",6566963,Completed,Replay,"July 09, 2018",,,,42h 18m 44s,,,
2289,38029,jmdoane42,PlayStation 4,42h 30m,80%,,4544614,Completed,First,"March 08, 2019",,,,42h 30m,,,
2290,38029,Private,PlayStation 4,43h,NR,,6887935,Completed,First,"May 20, 2019",,,,43h,,,
2291,38029,CelticLion17,PlayStation 4,43h 20m,90%,Platinum Trophy,4155442,Completed,First,"March 14, 2017",15h 15m 20s,,"Ending A: 15h 15m 20s
Ending B: 25h 45m 22s
Ending C: 34h 16m 23s
Ending D: 34h 27m 44s
Ending E: 43h 11m 38s
57/60 Quests Completed
Secret Boss Beaten
Endings A,B,C,D,E,H,M,O,W,Y",43h 20m 38s,,,
2292,38029,Cooltato,Xbox One,43h 42m,100%,Endings: A B C D E O W DLC,11685585,Completed,Replay,"May 27, 2020",,,,43h 42m,,,
2293,38029,rabelloo,PC,43h 47m,90%,,8134947,Completed,First,"May 30, 2020",,34h,,43h 47m,,,
2294,38029,,PC,44h,NR,,8067403,Completed,First,,,,,44h,,,
2295,38029,,PlayStation 4,44h,NR,,8471494,Completed,First,,24h,35h,,44h,,,
2296,38029,Charli,PlayStation 4,44h,90%,,8546234,Completed,First,"August 14, 2017",,,,44h,,,
2297,38029,,PlayStation 4,45h,NR,,6684725,Completed,First,,34h,,,45h,,,
2298,38029,,PlayStation 4,45h,NR,,7404607,Completed,First,,35h,40h,,45h,,,
2299,38029,Exelen,PlayStation 4,45h,NR,,4977627,Completed,First,"August 28, 2017",,40h,,45h,,,
2300,38029,Private,PC,45h,100%,"All 26 Endings, All Achievements (No Shop), 82% Archives, 67% Fish, 100% everything else",8942327,Completed,First,July 2019,,,,45h,,,
2301,38029,SashaZ,PlayStation 4,45h,NR,Platinum,10900013,Completed,First,"January 28, 2020",34h 44m,,,45h,,,
2302,38029,arm600,PlayStation 4,45h,100%,,5235681,Completed,First,"August 10, 2017",,,,45h,,,
2303,38029,brickarts295,PlayStation 4,45h,NR,,4201060,Completed,First,"March 18, 2017",,,,45h,,,
2304,38029,chimichangas,PlayStation 4,45h,NR,,5647979,Completed,First,"January 13, 2018",,,,45h,,,
2305,38029,heychrisfox,PC,45h,100%,,5838753,Completed,First,"November 25, 2017",,34h,,45h,,,
2306,38029,ingrey,PlayStation 4,45h,NR,,4746329,Completed,First,,19h,36h,,45h,,,
2307,38029,yowamushi,PlayStation 4,45h,70%,,8359264,Completed,First,,,,,45h,,,
2308,38029,,PC,45h 03m,NR,Difficulty: Normal/Partly Hard; Farming was really smooth in this replay.,6239803,Completed,Replay,,,,,45h 03m 09s,,,
2309,38029,,Xbox One,45h 22m,NR,,11709890,Completed,First,,,,,45h 22m 37s,,,
2310,38029,nickr1407,PlayStation 4,45h 23m,NR,,4551268,Completed,First,"April 07, 2017",,,,45h 23m,,,
2311,38029,,PC,45h 23m,NR,,4240479,Completed,Replay,,,,,45h 23m 11s,,,
2312,38029,Private,PC,45h 55m,100%,,4130955,Completed,First,"July 24, 2017",,34h 25m 28s,,45h 55m 07s,,,
2313,38029,BillEQ,PC,46h,NR,"100%, except fish. all achievements legit",4674255,Completed,First,"July 01, 2017",,,,46h,,,
2314,38029,Poopinhammer,PC,46h,NR,,6097379,Completed,First,"April 06, 2018",,,,46h,,,
2315,38029,freelancer799,PC,46h,NR,,4215551,Completed,First,"March 21, 2017",,,,46h,,,
2316,38029,Dusklow,PlayStation 4,46h 04m,100%,Emil's Determination Ended My Life Again,8240970,Completed,Replay,"June 20, 2018",,,,46h 04m 01s,,,
2317,38029,Private,PC,46h 32m,NR,,4288383,Completed,First,"April 09, 2017",,,,46h 32m,,,
2318,38029,Sensual,PC,46h 40m,NR,,5392989,Completed,First,,,,,46h 40m,,,
2319,38029,Dachora,PlayStation 4,46h 42m,100%,Platinum Trophy,10838912,Completed,Replay,"February 10, 2020",,,,46h 42m 14s,,,
2320,38029,,PlayStation 4,46h 48m,NR,,4322124,Completed,First,,20h 27m 12s,30h 04m 53s,,46h 48m,,,
2321,38029,nucture,PC,46h 49m,NR,,4221244,Completed,First,"March 23, 2017",18h 52m,21h 13m 43s,,46h 49m 21s,,,
2322,38029,kjellbo,PlayStation 4,46h 53m,90%,,6066432,Completed,First,"February 17, 2018",,,,46h 53m 17s,,,
2323,38029,,PC,47h,NR,,4214931,Completed,First,,,,,47h,,,
2324,38029,,PC,47h,NR,,10839925,Completed,First,,,,,47h,,,
2325,38029,3D_Infinity,PlayStation 4,47h,100%,,4219354,Completed,First,"April 05, 2017",17h,,,47h,,,
2326,38029,larissa,PlayStation 4,47h,70%,,5759101,Completed,First,"April 05, 2018",,21h,,47h,,,
2327,38029,nikkornukov,PlayStation 4,47h,80%,,6601483,Completed,First,"June 07, 2018",,,,47h,,,
2328,38029,valefordm,PC,47h,100%,,10831238,Completed,First,,,,,47h,,,
2329,38029,Beatles93,PlayStation 4,47h 49m,NR,Platinum Trophy,8145696,Completed,First,"January 07, 2020",,,,47h 49m,,,
2330,38029,,PC,47h 50m,NR,,7801564,Completed,First,,,,,47h 50m 20s,,,
2331,38029,Private,PlayStation 4,48h 10m,NR,,4871498,Completed,First,"September 11, 2017",,,,48h 10m 38s,,,
2332,38029,NElectron,PC,48h 19m,NR,,6129084,Completed,Replay,"January 19, 2018",,,,48h 19m 41s,,,
2333,38029,,PlayStation 4,48h 56m,NR,Including all main endings,5551577,Completed,First,,25h 02m 04s,36h 45m 08s,,48h 56m 03s,,,
2334,38029,,Xbox One,49h,NR,,11750722,Completed,First,,,,,49h,,,
