,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completion,Personal Notes,Completionist,Co-Op,Progress,Speedrun
798,16638,cokentots,PC,32h,NR,,9132977,Completed,First,,32h,"July 11, 2019",,,,,
799,16638,Alex_Laybourne,Nintendo Switch,32h 05m,NR,,10632770,Completed,First,,32h 05m,"December 13, 2019",,,,,
800,16638,,PC,33h,NR,,3331514,Completed,First,,33h,,,,,,
801,16638,,PC,33h,NR,,10596831,Completed,First,,33h,,,,,,
802,16638,Aurl,PC,33h,NR,,7058584,Completed,First,,33h,"May 16, 2017",,,,,
803,16638,CurryMeniac,PC,33h,80%,,4659324,Completed,First,,33h,"June 05, 2019",,,,,
804,16638,Manolero1,PlayStation 4,33h,80%,,1967783,Completed,First,25h,33h,"October 16, 2015",,,,,
805,16638,Night79,PC,34h,NR,,8275003,Completed,First,,34h,"February 16, 2019",,,,,
806,16638,clownseuche,PC,35h,90%,,1075786,Completed,First,,35h,"November 19, 2014",,,,,
807,16638,Zombieset,PC,35h 47m,80%,,5809875,Completed,First,,35h 47m,"February 10, 2018",,,,,
808,16638,TheDerebeyii,PC,35h 53m,NR,,7326157,Completed,First,,35h 53m,,,,,,
809,16638,,PC,36h,NR,Lots of backtracking to find collectibles/upgrades.,1062673,Completed,First,,36h,,,,,,
810,16638,GuillermoF1,PC,36h,NR,,4974558,Completed,First,,36h,,,,,,
811,16638,mbien,PC,36h,90%,,2336678,Completed,First,,36h,"March 01, 2015",,,,,
812,16638,AndrewMarshall94,PC,36h 16m,NR,,10369403,Completed,First,,36h 16m,,,,,,
813,16638,The1nteger,PC,36h 30m,90%,,6916659,Completed,First,,36h 30m,"October 07, 2014",,,,,
814,16638,CaptWaffle1,PC,37h,NR,Amazing game- try with Unpredictable Alien Mod or whatever it's called.,4420500,Completed,First,,37h,"May 12, 2017",,,,,
815,16638,SamTobias97,PC,37h,NR,,12045624,Completed,First,,37h,"June 15, 2020",,,,,
816,16638,BuddhaFist,PC,38h 59m,NR,,10947137,Custom List 2 Completed,First,,38h 59m,"August 12, 2017",,,,38h 59m /,
817,16638,Private,PC,39h,NR,,1229939,Completed,First,,39h,"October 29, 2014",,,,,
818,16638,SinisterHamster,Xbox One,39h 51m,NR,,2334392,Completed,First,,39h 51m,"October 21, 2014",,,,,
819,16638,Private,PC,41h,NR,,5197739,Completed,First,,41h,"October 21, 2017",,,,,
820,16638,Private,Xbox One,41h 11m,NR,,10926667,Completed,First,,41h 11m,"February 02, 2020",,,,,
821,16638,,PC,42h,NR,,991856,Completed,First,,42h,,,,,,
822,16638,soulmanpt,PC,43h,NR,,1086236,Completed,First,,43h,"December 26, 2014","The Alien killed me, a lot. And I only played on Easy.",,,,
823,16638,Tomix1990,PC,44h,80%,,3981283,Completed,First,,44h,"March 14, 2016",,,,,
824,16638,vhaziri,PC,48h,NR,,3759072,Completed,First,,48h,"February 17, 2017",,,,,
825,16638,ilurker,PC,49h 39m,NR,,6512146,Completed,First,,49h 39m,"August 12, 2017",,,,,
826,16638,pie_masters,Xbox One,58h,90%,,1590058,Completed,First,,58h,"November 10, 2014",,,,,
827,16638,mrwarcriminal,PlayStation 4,19h 33m,NR,I overlook the tag in game so 100% complete would be same time.,1058455,Replay Completed Retired,First,15h 33m,18h,"December 10, 2014",First 4 levels were Hard Diff; switched to Medium during 5th mission. Missed 1 archive log and 1 name tag. No human kills. Collected all Nostromo logs and blueprints.,19h 33m,,22h 03m /,
828,16638,GondarCool,PC,20h,90%,,5545832,Completed,First,15h,18h,"November 20, 2017",,20h,,,
829,16638,Kmh,PC,20h,NR,,11816440,Completed,Replay,16h,18h,"May 23, 2020",,20h,,,
830,16638,,PC,21h,NR,,3637775,Completed,First,,,,,21h,,,
831,16638,Tzukahara,PC,21h 18m,100%,,11218561,Completed,First,,,"March 22, 2020",,21h 18m,,,
832,16638,derexer,PC,22h,NR,,7072186,Completed,First,,,"April 04, 2018",,22h,,,
833,16638,TeenJackBauer,Xbox One,22h 32m,NR,1000G,4072219,Completed,First,,,"February 28, 2017",,22h 32m,,,
834,16638,JDelwynn,PlayStation 4,22h 55m,80%,Platinum Trophy,2584690,Completed Retired,First,11h 32m,,"January 06, 2015",,22h 55m,,,
835,16638,humpydoe,PlayStation 4,23h 02m,90%,,3625184,Completed,First,23h,23h 01m,"January 03, 2017",,23h 02m,,,
836,16638,KingMajora271,PC,23h 25m,90%,,11058762,Completed,First,,,"February 26, 2020",,23h 25m,,,
837,16638,RVallant,PC,24h,90%,,11069386,Completed,First,,,"October 14, 2018",,24h,,,
838,16638,adrian4370,PlayStation 4,24h,100%,,2584940,Completed,First,19h,22h,"January 27, 2015",,24h,,,
839,16638,alpharoot,Linux,24h,NR,,4055670,Completed,First,,,"February 12, 2017",,24h,,,
840,16638,BSchwarz95,PlayStation 4,25h,90%,Times Beaten: 4,7900537,Replay Completed,First,15h,,"September 22, 2018",,25h,,,
841,16638,Private,PC,25h 30m,NR,,1229940,Completed,Replay,,,"March 04, 2015",,25h 30m,,,
842,16638,,PC,25h 59m,NR,,4011201,Completed,First,,,,,25h 59m,,,
843,16638,theowest,PC,26h,80%,All achievements.,1507759,Completed,First,16h,18h,"July 31, 2015",All achievements.,26h,,,
844,16638,,PC,27h,NR,,4611529,Completed,First,,,,,27h,,,
845,16638,Private,PC,27h,80%,,8891276,Completed,First,,,"June 03, 2019",,27h,,,
846,16638,supendal,PC,27h,NR,,11762124,Completed,First,,,"May 09, 2020",,27h,,,
847,16638,,PC,28h,NR,,7518227,Completed,First,19h,26h,,,28h,,,
848,16638,existential_vacuum,Linux,28h,90%,,2782798,Completed,First,,,"March 20, 2016",,28h,,,
849,16638,thanalis,PC,29h 21m,90%,All collectibles,2723500,Completed,First,,,"October 02, 2018",,29h 21m,,,
850,16638,the_shadow9899,PC,29h 21m,NR,"All Steam Achievements, No Cheating",5412275,Completed,First,,,"May 09, 2018",,29h 21m,,,
851,16638,,PC,30h,NR,,11726253,Completed,First,,,,,30h,,,
852,16638,Llobster12,PlayStation 4,30h,NR,,5510486,Completed,First,18h,,"December 28, 2018",,30h,,,
853,16638,Vinlewt,PC,30h,NR,,5970017,Completed,First,,,"March 11, 2018",,30h,,,
854,16638,cyberdemon619,PC,30h,NR,,1144702,Completed,First,,,"December 20, 2014",,30h,,,
855,16638,dratyan,PC,30h,80%,,7182984,Completed,First,,,,,30h,,,
856,16638,j0nnynoname,PlayStation 4,30h,70%,,11801281,Completed,First,,,"May 20, 2020",,30h,,,
857,16638,tephlahn,PlayStation 4,30h,NR,,987207,Completed,First,17h,,"October 26, 2014",,30h,,,
858,16638,JLP101,PC,30h 03m,90%,,10878475,Completed,First,,,"March 25, 2017",,30h 03m,,,
859,16638,Aquarium78,PC,30h 25m,90%,,5227478,Completed,First,,,"October 18, 2014",,30h 25m,,,
860,16638,Kengeki4025,PlayStation 4,30h 25m,90%,,4080204,Completed,First,,,"March 26, 2017",,30h 25m,,,
861,16638,,PC,32h,NR,,11939306,Completed,First,18h,,,,32h,,,
862,16638,ltilev22,PlayStation 4,32h,80%,,3809517,Completed,First,,,,,32h,,,
863,16638,thelizardking333,PlayStation 4,32h 10m,90%,,6322017,Completed,Replay,19h 10m,,"May 24, 2018",,32h 10m,,,7h 30m
864,16638,,PlayStation 4,32h 50m,NR,,11780092,Completed,First,17h 26m 01s,22h 58m 14s,,,32h 50m 39s,,,
865,16638,Zxanthar98,PC,33h,90%,,10156113,Completed,First,,,"July 11, 2015",,33h,,,
866,16638,cynicoren,PC,33h,NR,,10995137,Completed,First,,,,,33h,,,
867,16638,turkanen,PC,33h,NR,all achievements,8429649,Completed,First,,17h 45m,"March 07, 2019",,33h,,,
868,16638,Calvo,PC,33h 45m,100%,,970864,Completed,First,,,"April 18, 2015",,33h 45m,,,
869,16638,Arkinous,PC,34h,100%,,1147337,Completed,First,,,"October 24, 2014",,34h,,,
870,16638,zkhan4,PC,34h,80%,,3648412,Completed,Replay,,,"March 07, 2016",,34h,,,
871,16638,BCarsonElite,PlayStation 4,35h,NR,,8899939,Completed,Replay,15h,,,,35h,,,
872,16638,JJ112,PC,35h,NR,,7871630,Completed,First,24h 52m 23s,28h,"February 14, 2018",,35h,,,
873,16638,jlcfreitas,PC,35h,NR,,2850236,Replay Completed,Replay,18h,,"September 27, 2019",,35h,,,
874,16638,Brandtobrand,PC,37h,80%,,923413,Backlog Completed,First,,,,100 % Steam achievements. 2 playthroughs (hard + easy),37h,,,
875,16638,Mey90,PC,37h,100%,,6093637,Completed,First,19h,22h,"June 13, 2017",,37h,,,
876,16638,Traqie,PC,37h 55m,80%,,8764853,Completed,First,18h,,,,37h 55m,,,
877,16638,Colmopi,PC,38h,90%,,6248530,Completed,First,,27h,"March 18, 2016",,38h,,,
878,16638,oblongotter,Xbox One,39h,100%,,9652249,Completed,First,,,,,39h,,,
879,16638,JanOderSo,PlayStation 4,39h 51m,NR,,9092416,Completed,First,21h 29m,28h 15m,"July 06, 2019",,39h 51m,,,
880,16638,Tyranniac,PC,40h,100%,,1435996,Completed,First,,,"October 25, 2014",,40h,,,
881,16638,Zireael_Ua,PC,43h,NR,,1298210,Completed,First,,,"April 13, 2015",,43h,,,
882,16638,Private,PC,44h,NR,,11622552,Completed,First,,,"November 23, 2016",,44h,,,
883,16638,gerdok,PC,44h,NR,,8911642,Completed,First,,,"June 08, 2019",,44h,,,
884,16638,bwhittyboy22,PlayStation 4,44h 26m,100%,,7526101,Completed,First,,,,,44h 26m,,,
885,16638,mrsnaztastic,PC,45h,NR,,3810135,Replay Completed,Replay,22h 30m,,"November 14, 2014",,45h,,,
886,16638,GreyGore,PC,48h,NR,,2797868,Completed,First,28h,,,,48h,,,
887,16638,Cl0udy,PC,49h 09m,100%,,4122015,Completed,First,25h,,"June 05, 2017",,49h 09m,,,
888,16638,flyhigh72,Linux,49h 31m,NR,,8294523,Completed,First,26h 11m 19s,,"October 31, 2017",,49h 31m,,,
889,16638,,Xbox One,50h,NR,,4476481,Completed,First,,,,,50h,,,
890,16638,Orion_16RUS,PC,50h,90%,,8686391,Completed,Replay,,,"April 29, 2019",,50h,,,
891,16638,duyos,PC,52h 36m,100%,,10233951,Completed,First,,,,,52h 36m,,,
892,16638,Private,PC,58h,NR,completed game with 100% achievements,6265716,Completed,Replay,,,,,58h,,,
893,16638,Undertopian,PC,59h,80%,Played on novice for collectable & no death/no human kill achievements. Played on Hard for remaining achievements.,3124625,Completed,First,,32h,"February 13, 2017",Unlocked all Steam achievements.,59h,,,
894,16638,Captanegan,PC,60h 45m,100%,,4765508,Completed,Replay,,,"May 20, 2017",,60h 45m,,,
895,16638,thelizardking333,PlayStation 4,7h 30m,90%,,6322017,Completed,Replay,19h 10m,,"May 24, 2018",,32h 10m,,,7h 30m
