,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Progress,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Speedrun,100% Speedrun
728,6725,Shakeyourbody,PlayStation 3,50h,NR,,4154070,Completed,,First,"March 07, 2017",,,,50h,,
729,6725,Zeigh,PlayStation 2,50h,100%,,263281,Completed,,First,"May 12, 2013",,,,50h,,
730,6725,deanzel,PlayStation 4,50h,NR,,6510116,Completed Retired,,First,"July 02, 2018",,,,50h,,
731,6725,valefordm,PlayStation 2,50h,80%,,10832688,Completed,,First,,,,,50h,,
732,6725,vilhelm,,50h,NR,,44383,Completed,,First,,,,,50h,,
733,6725,,PlayStation 3,50h 15m,NR,,1869846,Completed,,First,,,,,50h 15m,,
734,6725,javi_ma85,PlayStation 3,50h 16m,NR,,6498420,Completed,,Replay,"June 30, 2018",31h 32m,,,50h 16m 35s,,
735,6725,dsoliveira,PlayStation 3,50h 27m,100%,,571853,Completed,,Replay,"December 24, 2013",,,,50h 27m 48s,,
736,6725,Cooby,Wii,50h 45m,80%,,7085467,Completed,,First,"September 19, 2018",42h,45h,"0 deaths / 1004 enemies defeated / 7,953,624 yen / 439 demon fangs / 6646 praise earned",50h 45m 14s,,
737,6725,,PC,51h,NR,,11555473,Completed,,First,,34h,40h,,51h,,
738,6725,AJ42,PlayStation 3,51h,90%,,7634789,Completed,,First,"May 06, 2013",36h 20m,,,51h,,
739,6725,Krapfenfuchs,PC,51h,100%,2nd Replay,10446225,Completed,,Replay,"January 31, 2019",,,2nd Replay,51h,,
740,6725,Private,PC,51h,NR,,8255542,Completed,,First,"February 10, 2019",,,,51h,,
741,6725,Private,PlayStation 4,51h 04m,100%,,5666220,Completed,,First,,,,,51h 04m 01s,,
742,6725,Limaperou,PlayStation 4,51h 24m,NR,,11183722,Completed,,First,"March 18, 2020",,,,51h 24m,,
743,6725,knalb,PlayStation 3,51h 59m,90%,Platinum trophy,651102,Completed,,First,"April 22, 2017",,,,51h 59m 38s,,
744,6725,hfmr,Nintendo Switch,52h,NR,,11402556,Completed,,First,"April 10, 2020",27h,37h,,52h,,
745,6725,JackieJabberwocky,PlayStation 2,52h 01m,NR,,77376,Completed,,First,,,,,52h 01m 32s,,
746,6725,,PlayStation 3,52h 10m,NR,,289595,Completed,,First,,,,,52h 10m,,
747,6725,,Xbox One,52h 16m,NR,,11784343,Completed,,First,,,,,52h 16m,,
748,6725,QuagsireQing,PlayStation 2,52h 31m,90%,,164759,Completed,,First,"November 06, 2006",,,,52h 31m 06s,,
749,6725,,PC,52h 34m,NR,,6061431,Completed,,First,,46h 30m,47h,,52h 34m,,
750,6725,Doppledumb,Nintendo Switch,53h 33m,NR,,7398354,Completed,,Replay,"November 07, 2018",36h 21m,42h 17m,,53h 33m,,
751,6725,Ceebsies,PlayStation 3,54h,NR,,965597,Playing Completed Retired,,First,"October 19, 2014",32h,34h,,54h,,
752,6725,Gelato,Nintendo Switch,54h,80%,,7447274,Completed,,First,"November 13, 2018",,,,54h,,
753,6725,Scraden,PlayStation 3,54h,NR,,932068,Completed,,First,"September 05, 2014",,,,54h,,
754,6725,cos37,PlayStation 4,54h,NR,Platinum Trophy,10329623,Completed,,First,"October 30, 2019",,,,54h,,
755,6725,rflktrz,PC,54h 12m,90%,(IGT),12034075,Completed,,First,"June 19, 2020",,,,54h 12m 01s,,
756,6725,Misuky,PlayStation 2,54h 55m,90%,,1470118,Completed,,First,"November 03, 2011",,,,54h 55m,,
757,6725,,,55h,NR,,289570,Completed,,First,,,,,55h,,
758,6725,,PC,55h,NR,,8618779,Completed,,First,,,,,55h,,
759,6725,,PC,55h,NR,,9165059,Completed,,Replay,,,,,55h,,
760,6725,,PC,55h,NR,,11903701,Completed,,First,,40h,50h,,55h,,
761,6725,HitokiriSEVEN,Nintendo Switch,55h,100%,,10522608,Completed,,First,2018,,,,55h,,
762,6725,Kuraia,Wii,55h,NR,,241558,Completed,,First,,,,,55h,,
763,6725,azurimon,Wii,55h,NR,,10599702,Completed,,First,,,,,55h,,
764,6725,Private,Wii,55h,100%,,1079753,Completed,,First,,,,,55h,,
765,6725,nicowander,PlayStation 3,55h,90%,,1305820,Replay Completed,,Replay,"April 10, 2015",30h,,,55h,,
766,6725,tip,Nintendo Switch,55h,70%,,10927676,Completed,,First,2018,,,,55h,,
767,6725,MartinBrentnall,PlayStation 3,55h 04m,NR,Used guides to clear up remaining trophies (e.g. Stray beads) after completing main story.,272610,Completed,,Replay,"May 23, 2013",,,,55h 04m 17s,,
768,6725,Iconicjesse,Wii,55h 07m,NR,,275136,Completed,,First,"May 28, 2013",,,"Okami was one of those games that only comes around in a great long while, If i were to compare it to another game it would have to be Link twilight princess Great story, Awesome game play, a real mythological god-like adventure.",55h 07m 48s,,
769,6725,KairuGema,PC,55h 36m,90%,,11381365,Completed,,First,"April 07, 2020",,,,55h 36m 02s,,
770,6725,ChiasPet,PC,56h,NR,,11479101,Completed,,First,,,,,56h,,
771,6725,Kalina,PC,56h,90%,,3266824,Completed,,First,,,,,56h,,
772,6725,Private,Wii,56h,90%,,4305104,Completed,,First,,37h,45h,,56h,,
773,6725,,PlayStation 3,56h 07m,NR,,1218966,Completed,,First,,,,,56h 07m,,
774,6725,CompletionistNick,Wii,56h 12m,NR,"Unbelievable game, and definitely fun to 100%!",175235,Completed,,First,"January 07, 2010",,,,56h 12m,,
775,6725,TNTBoyzz22,Wii,56h 17m,NR,,3394425,Completed,,First,"September 05, 2016",,,,56h 17m 17s,,
776,6725,Half_a_cup,PlayStation 3,56h 57m,80%,,2826143,Completed,,First,"April 22, 2016",,,,56h 57m 23s,,
777,6725,,Nintendo Switch,57h,NR,,11440721,Completed,,First,,,,,57h,,
778,6725,OzzyThump,Xbox One,57h,NR,,6087987,Completed,,First,"February 27, 2018",,,,57h,,
779,6725,,PC,57h 30m,NR,,10153981,Completed,,First,,,,,57h 30m,,
780,6725,JoshieYoshie,Emulated,58h,80%,,9177720,Completed,,First,"January 07, 2019",,,,58h,,
781,6725,ThatWolfWizard,PlayStation 3,58h 19m,100%,,9104755,Replay Completed,,First,,,,,58h 19m 23s,,
782,6725,,PlayStation 2,58h 30m,NR,,3767514,Completed,,First,,,,,58h 30m,,
783,6725,Rutger_Strahd,PlayStation 3,59h,80%,,371015,Completed,,First,"February 19, 2013",,,,59h,,
784,6725,reivax,PlayStation 2,59h,NR,,1289594,Completed,,First,,,,,59h,,
785,6725,Lyndis,Nintendo Switch,59h 42m,NR,"100% on all lists, all Stray Beads, all Karmic Transformers, all sidequests, all upgrades.",7209877,Completed,,Replay,"October 07, 2018",,,,59h 42m 41s,,
786,6725,Mawingu21,Xbox One,59h 52m,90%,Time according to in-game timer. All achievements earned. 100% of normal game mode completed - including animals feed.,5474623,Completed,,First,"April 12, 2020",,,,59h 52m 03s,,
787,6725,,PlayStation 3,60h,NR,,4299353,Completed,,First,,,,,60h,,
788,6725,Darknyan,Wii,60h,NR,,1131954,Playing Replay Completed,10h /,Replay,,30h,40h,,60h,,
789,6725,Forma,PlayStation 3,60h,100%,,1924358,Completed,,First,"June 03, 2014",,,,60h,,
790,6725,Giantmushroom,PlayStation 3,60h,90%,,1023122,Completed,,First,,,,,60h,,
791,6725,Hentai_Goddess,PlayStation 3,60h,90%,,5534367,Replay Completed,,Replay,,40h,,,60h,,
792,6725,Joshuethegewd,PlayStation 3,60h,100%,,4393834,Completed,,First,"May 07, 2017",,,,60h,,
793,6725,Rootpith,Wii,60h,100%,,1870822,Completed,,First,2008,,,,60h,,
794,6725,dona310,PlayStation 4,60h,NR,,10864357,Completed,,First,"January 22, 2020",,,,60h,,
795,6725,edb_bass,Wii,60h,100%,,1018023,Completed,,First,,,,,60h,,
796,6725,Private,PC,60h,80%,,6034743,Completed,,First,"March 03, 2018",,,,60h,,
797,6725,Teknon,PlayStation 3,60h 02m,NR,"Got Platinum Trophy, all Stray Beads, beat Kusa 5, all Trials, all Tomes completed",6949461,Completed,,First,"February 20, 2013",,,,60h 02m,,
798,6725,,Wii,60h 02m,NR,,986045,Completed,,First,,,,,60h 02m 59s,,
799,6725,,Wii,60h 07m,NR,,289585,Completed,,First,,,,,60h 07m 15s,,
800,6725,,PlayStation 3,60h 16m,NR,,9173031,Completed,,First,,,,,60h 16m 12s,,
801,6725,Private,Xbox One,60h 45m,100%,,11224239,Replay Completed,,Replay,"March 22, 2020",,,,60h 45m 12s,,
802,6725,aftereight88,PlayStation 2,60h 57m,100%,,8873136,Completed,,First,,33h 45m,58h 33m,,60h 57m,,
803,6725,RasereiHojo,PlayStation 3,62h 15m,100%,,372221,Completed,,First,"January 03, 2013",38h 16m 52s,,,62h 15m 37s,,
804,6725,_Narayan_,PC,62h 54m,NR,51 of 51 (100%) achievements,6365965,Completed,,First,"April 04, 2018",,,,62h 54m,,
805,6725,,,64h,NR,,289566,Completed,,First,,,,,64h,,
806,6725,SnailNail,PC,64h 30m,NR,,5557967,Completed,,Replay,"December 13, 2017",,,,64h 30m,,
807,6725,,PlayStation 3,65h,NR,,1360454,Completed,,First,,,,,65h,,
808,6725,,Wii U,65h,NR,,1429634,Completed,,First,,,,,65h,,
809,6725,,Wii,65h,NR,,1429635,Completed,,First,,,,,65h,,
810,6725,Private,PlayStation 4,65h,NR,,6233817,Completed,,First,"May 11, 2018",,,,65h,,
811,6725,dupuikan,PlayStation 3,65h,90%,,524384,Completed,,First,"June 14, 2014",,,,65h,,
812,6725,,PlayStation 3,65h 09m,NR,,289598,Completed,,First,,,,,65h 09m 34s,,
813,6725,boco903,PlayStation 3,65h 31m,NR,,1378501,Completed Retired,,First,,,,,65h 31m 24s,,
814,6725,bstrah,PlayStation 4,67h 30m,NR,,8710079,Completed Retired,,First,"May 03, 2019",,62h 15m,,67h 30m,,
815,6725,seregr0g,Wii,68h 53m,90%,,2303,Completed,,First,"August 14, 2012",,,,68h 53m,,
816,6725,Mitko0,PlayStation 3,69h,NR,,979876,Completed,,First,"September 22, 2013",,,,69h,,
817,6725,,Wii,70h,NR,,5274693,Completed,,First,,50h,60h,,70h,,
818,6725,,PC,70h,NR,,10146694,Completed,,First,,,,,70h,,
819,6725,Marloges,PlayStation 3,70h,80%,"Collected everything, got the platinum",6364774,Completed,,First,"April 24, 2013",,,"A game I absolutely missed on PS2... I think I even played the demo and wasn't really impressed by it. I'm not even sure why, because when I played it on PS3 I really loved it. It's rather on the lengthy side, though. I got the platinum after about 70 hours of playtime on May, 13th 2013. So quite a bit after I beat the story.",70h,,
820,6725,Tyuriwen,PlayStation 4,71h 10m,NR,,5843238,Completed,,First,"February 11, 2018",,,,71h 10m 18s,,
821,6725,,PlayStation 3,71h 30m,NR,,289592,Completed,,First,,,,,71h 30m,,
822,6725,Amog_86,PC,72h 35m,100%,,11679282,Completed,,First,"May 16, 2020",,,,72h 35m,,
823,6725,,PlayStation 2,73h 56m,NR,,646279,Completed,,First,,41h 43m 08s,52h 23m 34s,,73h 56m 01s,,
824,6725,Private,PlayStation 4,78h 47m,60%,,7178482,Completed,,First,"October 08, 2018",,,,78h 47m,,
825,6725,Private,PlayStation 4,79h 04m,90%,,11977811,Completed,,First,"June 14, 2020",,,,79h 04m 52s,,
826,6725,,Wii,79h 31m,NR,,752112,Completed,,First,,,,,79h 31m,,
827,6725,spec,Wii,80h 24m,60%,,187257,Completed,,First,"December 23, 2012",,,"Obtained all S-ranks, Sun Fragments, Divine Instruments, Treasure, and Stray Beads. Learned all Dojo Techniques and Secret Brush Techniques. Maxed out stats, fed all the animals, and completed all the Wanted Lists.",80h 24m 12s,,
828,6725,cescoisshalashaska,PlayStation 4,91h 13m,80%,,9145266,Completed,,First,"July 02, 2019",,,,91h 13m,,
829,6725,ch3ru,PlayStation 2,96h,NR,,3432020,Completed,,First,,,,,96h,,
830,6725,,PlayStation 2,97h,NR,,554593,Completed,,First,,,,,97h,,
831,6725,,Wii,100h,NR,,2142798,Completed,,First,,50h,65h,,100h,,
832,6725,GedgelovesNintendo,Wii,100h,100%,,975400,Completed,,First,"April 16, 2011",60h,,,100h,,
833,6725,lEternalDarkness,PlayStation 3,1h 22m 39s,NR,,5997550,Completed,,Replay,,,,,,1h 22m 39s,
834,6725,AdrenalinePon3,PlayStation 3,7h,100%,,541268,Replay Completed,,Replay,"December 30, 2013",28h,35h,"My favourite game of all time. Amazing art direction, great characters and a fantastic world. Wish Hideki Kamiya could take the series back from Capcom.",42h,7h,
835,6725,sunsetsound,PlayStation 2,32h 18m,100%,,199200,Completed,,Replay,"March 15, 2009",,,,,,32h 18m
