,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Completionist,Progress,Main+Extras,Personal Notes,Speedrun
758,36755,Denim_Chicken,Xbox One,8h 10m,70%,,11409403,Completed,First,,"April 10, 2020",9h 35m,,8h 10m,,
759,36755,,Xbox One,8h 12m,NR,,11915242,Completed,First,,,,,8h 12m 27s,,
760,36755,AWildLucas,PC,8h 15m,90%,,11811550,Completed,First,,"May 19, 2020",,,8h 15m,,
761,36755,Nordie,PC,8h 15m,NR,"Full playthrough, everything 100%. No crazy achievements",6797654,Completed,First,,"March 03, 2019",,,8h 15m,,
762,36755,DiogoCe,Xbox One,8h 16m,90%,,11178665,Completed,Replay,7h 10m,"March 18, 2020",11h 02m,,8h 16m,,
763,36755,sinkzor,PC,8h 20m,NR,,11157010,Completed,Replay,,"March 15, 2020",,,8h 20m,,
764,36755,unctakesthenet,Nintendo Switch,8h 20m,70%,,10866558,Completed,First,,"February 01, 2020",,,8h 20m,,
765,36755,Thiago,PC,8h 22m,80%,84%,11931942,Completed,First,,"June 07, 2020",,,8h 22m,,
766,36755,silentgamerbr,PC,8h 22m,NR,,7906014,Completed,First,,"January 21, 2019",,,8h 22m,,
767,36755,Master_Cloud,Xbox One,8h 23m,90%,,11119618,Completed,First,,"March 08, 2020",,,8h 23m,,
768,36755,valdogg21,Xbox One,8h 25m,NR,,3113924,Completed,First,,"June 19, 2016",,,8h 25m,,
769,36755,N_Loony,PC,8h 28m,NR,,11362452,Completed,First,,"April 06, 2020",,,8h 28m 54s,,
770,36755,,Nintendo Switch,8h 30m,NR,,10678794,Completed,First,,,10h,,8h 30m,,
771,36755,Goku14,PC,8h 30m,80%,Completed at 84%,8830377,Custom List 2 Completed,First,,"June 25, 2019",,8h 30m /,8h 30m,,
772,36755,MrHands81,PC,8h 30m,90%,,6081323,Completed,First,,"December 31, 2016",,,8h 30m,Memory is hazy,
773,36755,MrMonkie,Xbox One,8h 30m,NR,,8429302,Completed,First,8h,"June 14, 2020",,,8h 30m,,
774,36755,NellieTheElephant,PC,8h 30m,NR,,4204051,Completed,First,,,,,8h 30m,,
775,36755,Private,PC,8h 30m,90%,,5346473,Completed,First,,"November 17, 2017",,,8h 30m,,
776,36755,maxubachs,PC,8h 30m,NR,"100% ingame, not all achievements",6197878,Completed,First,,"May 02, 2018",,,8h 30m,,
777,36755,Izanagi,PC,8h 31m,NR,95%,4235275,Completed,First,,"March 26, 2017",,,8h 31m,,
778,36755,dj_marmar,PC,8h 31m,NR,,11305995,Completed,First,,"March 30, 2020",,,8h 31m,,
779,36755,Gabri110,PC,8h 32m,90%,,6492979,Completed,First,,"June 29, 2018",,,8h 32m 32s,,
780,36755,Private,Nintendo Switch,8h 33m,90%,,11042895,Completed,First,7h 24m,"February 23, 2020",,,8h 33m,,
781,36755,,Xbox One,8h 35m,NR,,11814400,Completed,First,,,,,8h 35m,,
782,36755,Merclow,PC,8h 35m,100%,,4299254,Completed,First,,"April 11, 2017",,,8h 35m,,
783,36755,Private,PC,8h 35m,NR,,11937836,Completed,First,,"June 08, 2020",,,8h 35m,,
784,36755,Thyme1152,PC,8h 36m,90%,,3667608,Completed,First,,"April 17, 2017",,,8h 36m,,
785,36755,krai,PC,8h 36m,NR,,11066126,Completed,First,,"February 29, 2020",,,8h 36m,,
786,36755,Private,Xbox One,8h 36m,100%,,11678710,Completed,First,7h 22m 39s,"December 23, 2019",,,8h 36m 55s,,
787,36755,churritzu,PC,8h 37m,NR,,9043049,Completed,Replay,,"June 26, 2019",,,8h 37m 24s,,
788,36755,Private,PC,8h 37m,NR,,10886035,Completed,First,,"February 13, 2020",,,8h 37m 52s,,
789,36755,andrelvb,PC,8h 38m,90%,,5516920,Completed,First,,,,,8h 38m,,
790,36755,CloudConnection,PC,8h 38m,NR,,11212313,Completed,First,,,,,8h 38m 21s,,
791,36755,seifer,PC,8h 38m,NR,,11230492,Completed,First,,"March 23, 2020",,,8h 38m 29s,,
792,36755,berkbulgan,PC,8h 40m,NR,,11864563,Completed,First,,"May 30, 2020",,,8h 40m,,
793,36755,videogameslab,Xbox One,8h 40m,70%,Normal Difficulty. 74% Complete. 549 Deaths.,10882661,Completed,First,,"April 02, 2020",,,8h 40m 32s,Game Started: 3/29/20.,
794,36755,MartijnIV,PC,8h 40m,NR,,5128316,Completed,First,,"October 03, 2017",,,8h 40m 35s,,
795,36755,AFabulousAlpaca,PC,8h 45m,100%,100% in Normal,7011958,Completed,First,,"September 10, 2018",,,8h 45m,,
796,36755,Private,Nintendo Switch,8h 45m,NR,,10907838,Completed,First,,"January 29, 2020",,,8h 45m,,
797,36755,u_r_lolz,PC,8h 45m,80%,,11124832,Completed,Replay,,"March 21, 2020",,,8h 45m,,
798,36755,Tommyalvy,PC,8h 45m,NR,,6087834,Completed,First,,"April 05, 2018",,,8h 45m 12s,,
799,36755,RedPlasma076,Xbox One,8h 47m,NR,,7430671,Completed,First,8h 15m,,,,8h 47m,,
800,36755,lwshpak,PC,8h 47m,80%,,11591749,Completed,First,,"May 04, 2020",,,8h 47m,,
801,36755,vashkey,Xbox One,8h 47m,70%,83% completion,6946435,Completed,First,,"August 30, 2018",,,8h 47m 14s,,
802,36755,AJarofGoo,Xbox One,8h 47m,NR,90%,8343137,Completed,First,,"February 23, 2019",,,8h 47m 42s,,
803,36755,jkoh95,Xbox One,8h 50m,80%,,11941407,Completed,First,,"June 11, 2020",,,8h 50m,,
804,36755,Kuruwin,Nintendo Switch,8h 52m,70%,,10789190,Completed,First,,"January 10, 2020",,,8h 52m 38s,,
805,36755,Pleymove,PC,8h 55m,80%,,11395355,Completed,First,,"April 09, 2020",,,8h 55m,,
806,36755,Private,Nintendo Switch,8h 57m,90%,341 Deaths,11018846,Completed,First,,"March 11, 2020",,,8h 57m 43s,,
807,36755,joesaccount,PC,8h 59m,80%,,10971349,Completed,First,,"June 07, 2020",,,8h 59m 41s,,
808,36755,,PC,9h,NR,,3350021,Completed,First,,,,,9h,,
809,36755,,PC,9h,NR,,5217650,Completed,First,,,,,9h,,
810,36755,,PC,9h,NR,,6479308,Completed,First,8h,,,,9h,,
811,36755,ChechiOp,PC,9h,90%,"all cells, missing some achivements",4018666,Completed,First,,"February 05, 2017",,,9h,,
812,36755,CyDi,PC,9h,90%,,8371931,Completed,First,,"February 28, 2019",,,9h,,
813,36755,Private,Xbox One,9h,100%,,3237813,Completed,First,,"January 03, 2018",,,9h,,
814,36755,Dominus,PC,9h,100%,,3873337,Completed,First,,"January 05, 2017",,,9h,,
815,36755,Fbk201,PC,9h,NR,,11742126,Completed,First,,"May 18, 2020",,,9h,,
816,36755,Gabriel_Do_Cafe,PC,9h,80%,,9364564,Completed,First,,,,,9h,,
817,36755,JHBloodstorm,PC,9h,NR,,11086042,Completed,First,,"June 25, 2018",,,9h,,
818,36755,Jjzwak,Xbox One,9h,80%,,5403294,Custom List Completed,First,,"December 16, 2017",,,9h,,
819,36755,KardaxZaya,PC,9h,NR,,11097936,Completed,First,,"May 16, 2018",,,9h,,
820,36755,Private,PC,9h,NR,,6494117,Completed,First,,"July 08, 2018",,,9h,,
821,36755,Mishka8881_,Nintendo Switch,9h,NR,,11413747,Completed,First,,"April 11, 2020",,,9h,,
822,36755,Santisantt,PC,9h,NR,,6611364,Completed,First,,,,,9h,,
823,36755,SirStabalot,PC,9h,NR,,11127917,Completed,First,,,,,9h,,
824,36755,Sllama,PC,9h,100%,,7383319,Completed,First,,"November 03, 2018",,,9h,,
825,36755,TheJiggspuff,PC,9h,NR,,5528547,Completed,First,,,,,9h,,
826,36755,Tsubaki,PC,9h,70%,,11007954,Completed,First,7h,"February 18, 2020",11h,,9h,,
827,36755,Private,PC,9h,NR,,5418569,Completed,First,,"February 27, 2018",,,9h,,
828,36755,coldvantage,Xbox One,9h,100%,,7811390,Completed,First,,"December 24, 2018",,,9h,,
829,36755,eskimofo,PC,9h,90%,,12011490,Completed,First,,"June 16, 2020",,,9h,,
830,36755,gnarlyycharliee,PC,9h,NR,,11820399,Completed,First,,,,,9h,,
831,36755,kiprick,PC,9h,80%,,8387662,Completed,First,,"March 02, 2019",,,9h,,
832,36755,kogran,PC,9h,NR,,8187123,Completed,First,,"December 02, 2016",,,9h,,
833,36755,louisoc,PC,9h,NR,,11741414,Completed,First,,"May 15, 2020",,,9h,,
834,36755,nikkornukov,Xbox One,9h,90%,,5794329,Completed,First,,"February 07, 2018",,,9h,,
835,36755,recre1889,Xbox One,9h,NR,,11664113,Completed,First,,"April 28, 2020",,,9h,,
836,36755,Private,PC,9h,60%,,6469754,Completed,First,,"August 04, 2018",,,9h,,
837,36755,snoisiV,PC,9h,90%,,10517378,Completed,First,,"December 01, 2019",,,9h,,
838,36755,unholyronin,Xbox One,9h,80%,,11154719,Completed,First,8h 30m,"March 15, 2020",9h 30m,,9h,,
839,36755,victori91,PC,9h,NR,,7377238,Completed,First,,"August 25, 2019",,,9h,,
840,36755,YnwASG8,Xbox One,9h 01m,90%,,6767028,Completed,First,,"March 08, 2020",,,9h 01m 31s,,
841,36755,danbarret,PC,9h 04m,NR,,10162051,Completed,First,,"September 29, 2019",,,9h 04m,,
842,36755,Applesaucejaxon,Xbox One,9h 05m,NR,,4650744,Backlog Completed,First,,"August 15, 2017",,9h 05m /,9h 05m,,
843,36755,kentoshin,Nintendo Switch,9h 06m,100%,,11833703,Completed,First,,"May 25, 2020",11h 38m,,9h 06m,,
844,36755,EbolaCure,PC,9h 06m,NR,,11417507,Completed,First,,"April 11, 2020",,,9h 06m 05s,,
845,36755,aftereight88,PC,9h 09m,80%,,9056777,Completed,First,8h 11m,,11h 39m,,9h 09m,,
846,36755,shooriki,PC,9h 10m,NR,,5509612,Completed,First,,"December 24, 2017",,,9h 10m,,
847,36755,AHumanBecoming,PC,9h 10m,80%,,11565929,Completed,First,,"April 26, 2020",,,9h 10m 01s,,
848,36755,Nik_,PC,9h 11m,NR,,4407896,Completed,First,,"May 14, 2016",,,9h 11m,,
849,36755,murdoc,Xbox One,9h 12m,NR,,11265985,Completed,First,,"March 21, 2020",,,9h 12m,,
850,36755,lolno3423,PC,9h 13m,NR,100 % map completion on normal mode.,10687577,Completed,First,7h,"December 29, 2019",,,9h 13m,,
851,36755,Ev3rgreen,PC,9h 14m,80%,,11709694,Completed,First,,"March 14, 2020",,,9h 14m,,
852,36755,Hunter1980,Xbox One,9h 14m,NR,,11099629,Completed,First,,"March 08, 2020",,,9h 14m 57s,,
853,36755,,Xbox One,9h 15m,NR,,11237585,Completed,First,8h 20m,,9h 30m,,9h 15m,,
854,36755,gamebits,Nintendo Switch,9h 15m,NR,,10547557,Completed,First,,"December 05, 2019",,,9h 15m,,
855,36755,BreakerBlues,PC,9h 19m,NR,,11371889,Completed,First,,"April 06, 2020",,,9h 19m 39s,,
856,36755,RhoneWest02,PC,9h 20m,NR,,11230243,Completed,First,,"March 23, 2020",,,9h 20m,,
857,36755,ximzumadbro,PC,9h 20m,NR,,4404968,Completed,First,,"May 09, 2017",,,9h 20m 34s,,
858,36755,Caddis_Fly,PC,9h 21m,80%,,6500196,Completed,First,,"June 30, 2018",,,9h 21m 53s,,
859,36755,Silvak,PC,9h 24m,NR,,10678643,Completed,First,,"December 28, 2019",,,9h 24m,,
860,36755,Private,PC,9h 26m,80%,,7097095,Completed,First,,"September 22, 2018",,,9h 26m 30s,,
861,36755,,Xbox One,9h 30m,NR,,9130832,Completed,First,,,,,9h 30m,,
862,36755,,PC,9h 30m,NR,,11612274,Completed,First,7h,,11h 30m,,9h 30m,,
863,36755,Artog,PC,9h 30m,NR,,10793713,Completed,First,,"December 28, 2019",,,9h 30m,,
864,36755,Laggypirates,PC,9h 30m,90%,,11032872,Completed,First,,"February 21, 2020",,,9h 30m,,
865,36755,LordSpielekind,PC,9h 30m,100%,,9007859,Completed,First,,"June 21, 2019",,,9h 30m,,
866,36755,Private,PC,9h 30m,NR,,4123852,Completed,First,,"April 16, 2017",,,9h 30m,,
867,36755,Unforgiven212,Xbox One,9h 30m,80%,,6371781,Completed,First,,"December 10, 2018",,,9h 30m,,
868,36755,Valcicc,PC,9h 30m,70%,,11564996,Completed,First,,"April 26, 2020",,,9h 30m,,
869,36755,lob19,PC,9h 30m,NR,,8069609,Completed,First,,,,,9h 30m,,
870,36755,Private,PC,9h 30m,100%,,8113389,Completed,First,8h,"January 24, 2019",10h 30m,,9h 30m,,
871,36755,roju_7,PC,9h 30m,NR,,11751016,Completed,First,,"May 15, 2020",11h 22m,,9h 30m,,
872,36755,brettyoshi9,PC,9h 31m,60%,,5647324,Completed,First,,"January 12, 2018",,,9h 31m,,
873,36755,gvntofly1021,Xbox One,9h 34m,NR,,4713352,Completed,First,,"August 09, 2017",,,9h 34m 45s,,
874,36755,abeernae,Xbox One,9h 35m,90%,"42/57 achievements, all energy, life, and ability orbs.",3597839,Completed,First,,"November 11, 2016",,,9h 35m,,
875,36755,Evuk,PC,9h 36m,NR,,10796140,Completed,First,,"January 11, 2020",,,9h 36m,,
876,36755,Xarlor,PC,9h 36m,NR,,5520800,Completed,First,,"December 30, 2017",,,9h 36m,,
877,36755,theaspin,PC,9h 36m,NR,,7011804,Completed,First,,,,,9h 36m,,
878,36755,,PC,9h 37m,NR,,11413054,Completed,First,,,,,9h 37m,,
879,36755,Private,Xbox One,9h 37m,90%,,5408537,Completed,First,,"December 02, 2017",,,9h 37m,,
880,36755,Wergiforce,Xbox One,9h 38m,NR,Completed solely using xCloud,11212666,Completed,First,,"March 21, 2020",,,9h 38m,,
881,36755,Lipetinh,PC,9h 38m,NR,,11694402,Completed,First,,"May 12, 2020",,,9h 38m 42s,,
882,36755,Private,Xbox One,9h 39m,NR,(glitched collectibles but) 99% completion. Not all achievements.,11485369,Completed,First,,"March 25, 2020",,,9h 39m,,
883,36755,rlm82,PC,9h 40m,90%,,4990055,Completed,First,,"August 31, 2017",,,9h 40m,,
884,36755,neoXclusive,PC,9h 44m,NR,,11737630,Completed,First,,,,,9h 44m 21s,,
885,36755,,Xbox One,9h 45m,NR,,6696681,Completed,First,8h 30m,,,,9h 45m,,
886,36755,,Xbox One,9h 45m,NR,BEAUTIFUL GAME and is really fun. Got all of the collectibles but didn't go for a No-Death Run or Speedrun.,11631192,Completed,First,,,,,9h 45m,,
887,36755,kamwu,PC,9h 45m,90%,,8721407,Completed,First,,"May 05, 2019",,,9h 45m,,
888,36755,apocc,PC,9h 45m,80%,86% - Normal,8964421,Completed,First,,,,,9h 45m 37s,,
889,36755,Drogean,PC,9h 46m,100%,,4321011,Completed,First,,"April 16, 2017",,,9h 46m,,
890,36755,ThroughTheIris56,PC,9h 46m,NR,,4739436,Completed,First,,"July 11, 2017",,,9h 46m 16s,,
891,36755,Darial94,PC,9h 47m,NR,,11658402,Completed,First,,"December 08, 2017",,,9h 47m,,
892,36755,alienatedgoose,Xbox One,9h 47m,NR,,4110395,Completed,First,,"February 23, 2017",,,9h 47m,,
893,36755,edijr_,Xbox One,9h 47m,100%,,11162543,Completed,First,,"March 15, 2020",,,9h 47m 15s,,
894,36755,Belthronding,PC,9h 47m,90%,,11766763,Completed,First,,"May 19, 2020",,,9h 47m 40s,,
895,36755,insidexml,PC,9h 48m,NR,,10241029,Completed,First,,,,,9h 48m,,
896,36755,Strasko,PC,9h 48m,NR,,11235612,Completed,First,,"March 28, 2020",,,9h 48m 50s,,
897,36755,Private,PC,9h 50m,80%,"98%, all life and energy cells",8986607,Completed,First,,"September 03, 2019",,,9h 50m,,
898,36755,,PC,9h 50m,NR,"Main Story + 100% game, no achievements",11216834,Completed,First,,,,,9h 50m 36s,,
899,36755,kisaohanyan,PC,9h 52m,NR,,11147564,Completed,First,,"March 14, 2020",,,9h 52m 28s,,
900,36755,8bitrockstar,Xbox One,9h 53m,100%,,9041012,Completed,First,,"June 26, 2019",,,9h 53m 50s,,
901,36755,Minimoose10,PC,9h 54m,NR,,9567059,Completed,First,,"September 08, 2019",,,9h 54m 05s,,
902,36755,,PC,9h 55m,NR,,10349691,Completed,First,,,,,9h 55m,,
903,36755,Duckus6,PC,9h 55m,NR,,5211815,Completed,First,,,,,9h 55m,,
904,36755,,Nintendo Switch,9h 56m,NR,,10468175,Completed,First,,,,,9h 56m 49s,,
905,36755,Dunnington,Xbox One,9h 57m,100%,Went back to get some extras,3806593,Completed,First,8h 14m,"January 07, 2017",10h 12m,,9h 57m,,
906,36755,,PC,9h 58m,NR,,8653106,Completed,First,,,,,9h 58m,,
907,36755,Starblind,PC,9h 58m,70%,"88% complete, normal difficulty",8015821,Completed,First,,"January 26, 2019",,,9h 58m 34s,,
908,36755,whlrtkrd,PC,9h 59m,80%,100% map completion + a few extra achievements (save file time 8:12:03),11813928,Completed,First,,"May 22, 2020",,,9h 59m,,
909,36755,,PC,10h,NR,,5644619,Completed,First,9h 31m 18s,,11h,,10h,,
910,36755,,PC,10h,NR,,6312348,Completed,First,,,,,10h,,
911,36755,,PC,10h,NR,,6651617,Completed,First,,,,,10h,,
912,36755,,PC,10h,NR,,9241937,Completed,First,,,,,10h,,
913,36755,,PC,10h,NR,,11658201,Completed,First,,,,,10h,,
914,36755,ArturGG,Xbox One,10h,NR,,9319331,Completed,First,,"August 07, 2019",,,10h,,
915,36755,Chaoscontrol,Nintendo Switch,10h,70%,,11212325,Completed,First,,"March 14, 2020",,,10h,,
916,36755,Daedalus1618,PC,10h,NR,,11330842,Completed,First,,"April 03, 2020",,,10h,,
917,36755,Despo,PC,10h,NR,,3709601,Completed,First,6h,"December 03, 2016",,,10h,,
918,36755,DrGrubbington,PC,10h,NR,,7919339,Completed,First,,"January 02, 2019",,,10h,,
919,36755,Fensh,PC,10h,NR,,10161536,Completed,First,,"September 15, 2019",12h,,10h,,
920,36755,JackOfNoTrades,PC,10h,NR,,10754436,Completed,First,,"January 25, 2020",,,10h,,
921,36755,MiLorDrs,PC,10h,100%,,6449438,Completed,First,,"June 22, 2018",12h,,10h,,
922,36755,MiLorDrs,Nintendo Switch,10h,NR,,11125419,Completed,Replay,,"March 09, 2020",,,10h,,
923,36755,NealSr,Xbox One,10h,90%,Definitive Edition adds a feature to go back and finish this achievement after main story.,3933900,Completed,First,9h,"January 04, 2017",10h 15m,,10h,,
924,36755,Pasck,PC,10h,NR,,4883477,Completed,Replay,,"November 02, 2019",,,10h,,
925,36755,RebelliousRam,Nintendo Switch,10h,NR,,11240395,Completed,First,,"March 25, 2020",,,10h,,
926,36755,Sampsy,Xbox One,10h,NR,,7036317,Completed,First,,,,,10h,,
927,36755,SylarSX,PC,10h,NR,,6144311,Completed,First,,"April 19, 2018",,,10h,,
928,36755,Wholegrain_Pasta,PC,10h,80%,,11393225,Completed,First,9h,,,,10h,,
929,36755,Woziu542,PC,10h,NR,,5298866,Playing Completed,Replay,7h,June 2017,11h,,10h,,3h
930,36755,Yusepe,PC,10h,NR,,4917663,Completed,First,,"July 16, 2017",,,10h,,
931,36755,crowdd0012,PC,10h,90%,,11117224,Completed,First,,,,,10h,,
932,36755,leyeti,Xbox One,10h,90%,,9008580,Completed,First,,"June 21, 2019",,,10h,,
933,36755,marcpq,PC,10h,NR,,5428690,Completed,First,,,,,10h,,
934,36755,mohamedhijazi22,PC,10h,90%,,3933548,Completed,First,,"December 30, 2016",,,10h,,
935,36755,Private,PC,10h,80%,,8676195,Completed,First,,"April 26, 2019",,,10h,,
936,36755,rusocabron,Xbox One,10h,90%,,11161065,Completed,First,9h,"March 15, 2020",,,10h,,
937,36755,seifert90,PC,10h,NR,,8534721,Completed,First,,"October 31, 2018",,,10h,,
938,36755,Private,PC,10h,100%,,5319629,Completed,First,,"June 13, 2020",12h,,10h,,
939,36755,Private,PC,10h,NR,,9479037,Completed,First,,"August 25, 2019",,,10h,,
940,36755,withouttheoth3r,Xbox One,10h,100%,85%,8573042,Completed,First,,"November 02, 2019",,,10h,,
941,36755,xNexu5x,PC,10h,100%,,11984581,Completed,First,,"November 23, 2016",,,10h,,
942,36755,AtlasTelamon,PC,10h,NR,,11935964,Completed,First,10h,"June 08, 2020",11h 32m 26s,,10h 01s,,
943,36755,,PC,10h 01m,NR,,11763923,Completed,First,,,,,10h 01m 40s,,
944,36755,DroP90,PC,10h 02m,90%,"Normal, 83%. 31/57 Achievements. Great game!",4046480,Completed,First,,"April 28, 2018",,,10h 02m,,
945,36755,Valcombird,PC,10h 02m,NR,,6448448,Completed,First,,"May 02, 2020",,,10h 02m,,
946,36755,kunde,Nintendo Switch,10h 02m,90%,100% on pause menu,11390255,Completed,First,,"April 09, 2020",,,10h 02m,,
947,36755,Private,Xbox One,10h 02m,100%,,3799760,Completed,First,,,,,10h 02m,,
948,36755,Boolouloubi,PC,10h 02m,NR,,10944982,Completed,First,,"February 02, 2020",,,10h 02m 48s,,
949,36755,Private,Xbox One,10h 04m,NR,,3113228,Completed,First,8h,"June 18, 2016",,,10h 04m,,
950,36755,Macxim,PC,10h 04m,90%,"Main Story, 86% Complete, Normal Difficulty",5134702,Completed,First,,"October 06, 2017",,,10h 04m,,
951,36755,2k2s2k,Xbox One,10h 06m,NR,,3194160,Completed,First,,"September 04, 2016",,,10h 06m 28s,,
952,36755,Padilla_Gorilla,PC,10h 07m,90%,,9113384,Completed,First,,"December 28, 2019",,,10h 07m 50s,,
953,36755,rodtreh,Nintendo Switch,10h 08m,NR,,11657159,Completed,First,,"January 12, 2020",,,10h 08m 46s,,
954,36755,Madhouse,PC,10h 09m,90%,,4567441,Completed,First,,"June 14, 2017",,,10h 09m 44s,,
955,36755,Leapin_cat,PC,10h 10m,100%,,6454165,Completed,First,,"March 11, 2018",,,10h 10m,,
956,36755,,PC,10h 12m,NR,,4867461,Completed,First,8h 32m,,11h 15m,,10h 12m,,
957,36755,,PC,10h 12m,NR,,9072795,Completed,First,,,,,10h 12m,,
958,36755,Private,PC,10h 12m,90%,,11971714,Completed,First,,"June 17, 2016",,,10h 12m,,
959,36755,sky_solo,Xbox One,10h 12m,NR,,9501348,Completed,First,,"September 01, 2019",,,10h 12m 18s,,
960,36755,voctir,PC,10h 13m,90%,,4786032,Completed,First,,,,,10h 13m 25s,,
961,36755,Mills,PC,10h 14m,NR,,10464079,Completed,First,8h 05m 43s,"November 21, 2019",,,10h 14m 22s,,
962,36755,TheHero,Nintendo Switch,10h 15m,NR,,11194695,Completed,First,,"March 19, 2020",,,10h 15m 57s,,
963,36755,goroon,PC,10h 16m,NR,,10964826,Completed,First,,"February 06, 2020",,,10h 16m,,
964,36755,jbeutlich,Xbox One,10h 17m,80%,,4139201,Completed,First,,"March 03, 2017",,,10h 17m,,
965,36755,lunarstrike,PC,10h 18m,NR,,6785067,Completed,First,,"July 17, 2018",,,10h 18m,,
966,36755,Private,PC,10h 18m,NR,,11757025,Completed,First,,"May 16, 2020",,,10h 18m,,
967,36755,seant4427,Xbox One,10h 19m,NR,,9341779,Completed,First,,"August 13, 2019",,,10h 19m,,
968,36755,,Nintendo Switch,10h 20m,NR,,10679081,Completed,First,,,,,10h 20m,,
969,36755,Karlz,Nintendo Switch,10h 20m,NR,,10679085,Completed,First,,"December 28, 2019",,,10h 20m,,
970,36755,Slapyr,PC,10h 20m,NR,,6355718,Completed,Replay,,"July 05, 2017",,,10h 20m,,
971,36755,emb1234,Xbox One,10h 20m,NR,,3180879,Completed,First,8h 30m,"July 04, 2016",,,10h 20m,,
972,36755,,Xbox One,10h 20m,NR,,4670274,Completed,First,,,,,10h 20m 42s,,
973,36755,,Nintendo Switch,10h 21m,NR,,10914697,Completed,First,,,,,10h 21m,,
974,36755,AnthDouglass,Xbox One,10h 21m,NR,,3260509,Completed,First,,"June 05, 2016",,,10h 21m,,
975,36755,RongSinh_Panda,PC,10h 22m,NR,,11759139,Completed,First,,"April 02, 2020",,,10h 22m,,
976,36755,SirTobbit,PC,10h 22m,NR,91%,11195835,Completed,First,,"March 30, 2020",,,10h 22m,,
977,36755,pac87,Nintendo Switch,10h 22m,NR,,10800190,Completed,First,,"January 30, 2020",,,10h 22m,,
978,36755,Gabish,Nintendo Switch,10h 24m,90%,100%,9534070,Completed,First,9h 17m 22s,"January 07, 2020",10h 35m 07s,,10h 24m 40s,,
979,36755,LeonRez,PC,10h 25m,60%,,11294352,Completed,First,8h 20m,"March 30, 2020",15h 28m,,10h 25m,,
980,36755,LLyan,Nintendo Switch,10h 26m,NR,,11145332,Completed,First,,"March 14, 2020",,,10h 26m 37s,,
981,36755,McPhilen,PC,10h 27m,80%,,10965053,Completed,First,,"February 09, 2020",,,10h 27m,,
982,36755,Gomidas2007,Xbox One,10h 27m,NR,,6663349,Completed,First,,"August 05, 2018",,,10h 27m 31s,,
983,36755,Private,Xbox One,10h 27m,NR,,11150155,Completed,First,,"March 14, 2020",,,10h 27m 33s,,
984,36755,,PC,10h 30m,NR,,2974054,Completed,First,8h,,11h,,10h 30m,,
985,36755,,Nintendo Switch,10h 30m,NR,,11075954,Completed,First,,,,,10h 30m,,
986,36755,AlcibiadeFox,PC,10h 30m,80%,,9000984,Custom List Completed,First,9h,"June 18, 2019",11h,,10h 30m,,
987,36755,DiogoCe,PC,10h 30m,90%,,11178666,Completed,First,8h 30m,"March 18, 2020",11h 50m,,10h 30m,,
988,36755,SturmgeistX,Nintendo Switch,10h 30m,90%,87% on Normal. Tried to get everything from the original game but ignored Black Root Burrows,11502372,Completed,First,,,,,10h 30m,,
989,36755,TOpel,PC,10h 30m,NR,,11621368,Completed,First,,"May 01, 2020",,,10h 30m,,
990,36755,Private,Xbox One,10h 30m,90%,,8092023,Completed,First,,"February 11, 2019",,,10h 30m,,
991,36755,deanzel,Xbox One,10h 30m,90%,,7892620,Completed,First,8h,"December 30, 2018",12h 30m,,10h 30m,,
992,36755,gvini12,PC,10h 30m,100%,,4802601,Completed,First,,"July 21, 2017",,,10h 30m,,
993,36755,Private,PC,10h 30m,80%,,8132666,Completed,First,,"January 27, 2019",13h,,10h 30m,,
994,36755,Private,Nintendo Switch,10h 30m,70%,,10869098,Completed,First,,"January 17, 2020",,,10h 30m,,
995,36755,thetungstensword,PC,10h 30m,NR,83% and credits,8519472,Completed,First,,"March 25, 2019",,,10h 30m,,
996,36755,lzilhao,PC,10h 30m,100%,"All ability, life, and energy cells. All maps",2928908,Completed,First,,"August 29, 2016",,,10h 30m 36s,,
997,36755,brownmagic,Xbox One,10h 33m,NR,,7729426,Completed,First,,"December 15, 2016",,,10h 33m 05s,,
998,36755,MKami,Nintendo Switch,10h 35m,90%,,10304285,Completed,First,,"October 19, 2019",,,10h 35m,,
999,36755,Windbreaker1,Xbox One,10h 35m,NR,,11648873,Completed,First,,"May 02, 2020",,,10h 35m,,
1000,36755,,Xbox One,10h 37m,NR,"Everything completed besides achievements, normal difficulty",6081749,Completed,First,,,,,10h 37m 37s,,
1001,36755,Furtys,Nintendo Switch,10h 39m,90%,,11369123,Completed,First,,"April 06, 2020",,,10h 39m,,
1002,36755,salixor,Nintendo Switch,10h 39m,NR,"100%, missing some achievements (difficulty, one life, …)",10721340,Completed,First,9h 36m 24s,"January 01, 2020",,,10h 39m 14s,,
1003,36755,kemosabe112,Nintendo Switch,10h 40m,100%,,10153154,Completed,First,,"September 29, 2019",,,10h 40m,,
1004,36755,szaromir,PC,10h 40m,NR,,9483545,Completed,First,,"August 30, 2019",,,10h 40m,,
1005,36755,mjricco,PC,10h 43m,90%,,4365904,Backlog Completed,First,,"May 11, 2017",,,10h 43m,,
1006,36755,uAxis,PC,10h 44m,80%,,10322270,Completed,First,,"November 06, 2018",,,10h 44m,,
1007,36755,bluevalle,Xbox One,10h 44m,NR,,8923652,Completed,First,,"June 09, 2019",,,10h 44m 27s,,
1008,36755,BarrelRoll,PC,10h 45m,NR,,3095384,Completed,First,8h 30m,"November 18, 2019",11h 30m,,10h 45m,,
